pattern_angle,step_strip,density_strip,ratio_filler_matrix,density,elasticity_module,number_hardeners,content_epoxy_groups,flash_temperature,surface_density,elasticity_module_stretching,strapery_strength,resin_consumption
0.000,10.623,47.550,2.682,1843.183,1185.993,106.824,19.333,320.363,75.240,71.215,3377.328,92.448
0.000,4.796,37.405,3.120,2042.280,600.770,88.413,23.085,280.643,324.279,69.526,2164.389,138.225
0.000,5.183,79.514,3.725,2009.399,962.774,148.316,16.870,289.236,398.920,69.205,1337.425,172.549
0.000,7.422,58.239,2.001,2008.311,53.582,111.259,22.785,309.580,887.094,72.487,2835.571,141.598
0.000,4.546,63.326,2.539,1929.678,1143.787,161.558,22.725,303.530,894.355,75.321,1934.316,131.922
0.000,5.081,62.422,4.181,2068.267,844.906,117.857,18.040,347.608,404.646,69.600,3134.103,219.995
0.000,8.489,48.923,3.127,1985.376,1039.386,122.028,22.688,247.091,202.395,67.648,1780.631,198.686
0.000,4.568,52.641,2.393,2053.928,710.852,134.958,22.130,304.833,361.106,72.047,2802.178,234.209
0.000,9.246,40.608,1.940,1969.624,1251.790,92.419,22.245,291.936,565.340,69.182,2757.130,211.913
0.000,11.644,34.930,2.966,1952.018,105.154,104.487,23.899,308.474,808.806,75.825,1400.358,300.500
0.000,6.845,49.754,4.433,1949.455,638.940,114.528,25.799,281.114,293.444,76.836,2331.470,147.007
0.000,7.984,51.059,2.897,1929.520,386.793,147.304,22.529,306.854,207.521,69.094,1869.980,138.968
0.000,4.516,45.967,2.526,1990.625,469.692,107.582,25.126,325.159,451.864,71.710,2004.933,195.979
0.000,5.764,73.354,3.712,1835.946,1312.267,115.495,24.168,259.258,416.247,75.063,2840.935,228.509
0.000,2.081,58.913,3.437,1878.494,1129.252,142.131,24.534,246.809,489.988,71.431,2010.334,156.263
0.000,8.725,67.012,2.953,2014.755,971.080,99.758,20.209,297.147,574.786,69.934,2902.509,244.035
0.000,6.581,29.949,2.903,2019.601,278.107,96.045,19.715,303.819,1021.610,77.977,1604.145,241.318
0.000,4.764,70.495,4.457,2017.204,980.189,99.675,25.722,292.102,300.260,73.783,2546.352,192.159
0.000,6.304,58.402,1.044,1948.395,1072.010,126.028,21.345,356.531,221.234,69.345,2436.692,172.970
0.000,5.593,84.841,2.527,2021.856,881.137,132.654,22.447,255.191,194.050,72.271,3214.535,220.558
0.000,9.025,55.974,3.319,2075.221,78.914,140.939,24.370,261.487,1013.030,74.274,2044.044,301.766
0.000,10.118,71.595,3.858,1873.630,981.863,102.429,19.840,244.802,876.828,75.971,1913.049,192.197
0.000,10.992,38.115,2.144,1924.865,957.378,116.754,21.979,334.333,679.950,67.027,2133.591,111.057
0.000,10.330,64.570,2.041,1967.038,457.127,131.215,21.845,341.413,812.629,76.002,2573.633,239.241
0.000,7.017,48.668,3.552,1986.552,818.135,102.615,17.752,256.336,414.213,72.514,2427.727,277.747
0.000,7.534,37.495,4.272,1876.168,560.961,63.512,26.039,289.494,237.688,76.440,2155.862,188.757
0.000,11.892,49.362,3.833,1921.918,1343.601,126.919,21.245,303.843,49.976,70.679,3077.869,208.929
0.000,9.196,49.130,2.608,2009.034,250.547,79.347,21.874,206.005,550.102,74.371,2018.178,174.350
0.000,9.454,38.754,3.465,2009.797,1061.408,71.421,22.012,345.953,463.412,69.163,3051.041,159.959
0.000,6.655,54.989,2.149,1978.553,905.115,144.160,21.016,313.023,355.291,69.561,3277.661,175.902
0.000,7.207,41.388,3.108,1988.302,177.034,52.074,16.977,292.073,793.834,75.103,2371.373,172.996
0.000,9.593,35.882,3.992,1881.616,663.333,123.506,28.325,220.226,363.128,71.815,2323.712,314.699
0.000,9.312,71.488,2.319,1825.952,901.708,112.556,20.436,278.429,495.483,72.326,2401.522,128.472
0.000,6.341,69.153,2.403,2018.959,634.083,59.175,22.501,318.192,108.448,69.116,2363.295,222.307
0.000,7.860,72.129,2.684,1996.672,1071.210,100.701,23.149,288.758,358.351,69.842,2446.569,154.440
0.000,10.370,76.170,5.111,1961.396,1074.131,112.326,27.708,266.744,695.846,71.527,2381.190,280.532
0.000,6.708,49.243,4.178,1932.755,723.783,108.045,19.475,227.656,82.217,78.143,3307.244,202.928
0.000,9.903,45.319,3.649,2008.269,962.278,119.510,18.218,303.840,361.264,73.390,2684.313,207.346
0.000,3.709,78.380,3.490,1986.340,1257.779,93.749,24.593,338.101,76.683,76.179,2605.950,261.819
0.000,6.583,50.052,3.615,1868.413,800.349,149.275,21.775,282.266,89.074,74.170,2543.237,156.385
0.000,4.378,84.133,2.920,1910.931,556.789,136.629,21.593,323.796,339.273,68.188,2331.692,189.329
0.000,9.453,52.392,3.108,1879.001,1106.826,157.076,17.089,305.659,1227.243,72.625,1529.604,208.945
0.000,6.588,34.408,3.785,2080.436,818.585,147.909,23.094,270.143,764.949,74.791,2368.103,149.085
0.000,5.681,70.745,3.661,2125.206,856.380,120.193,21.547,224.657,270.458,69.703,2953.367,132.057
0.000,5.868,59.620,3.973,2007.869,691.389,120.681,24.083,263.130,298.924,71.680,2192.765,162.883
0.000,7.568,57.061,4.379,1899.029,329.386,79.833,20.063,308.077,34.548,74.519,1994.675,237.571
0.000,1.735,67.487,1.660,1959.597,149.662,118.185,19.331,253.305,987.202,78.868,2355.725,171.810
0.000,5.537,66.849,2.218,2076.523,177.233,76.947,21.038,307.301,712.637,73.983,2114.773,189.484
0.000,5.136,42.323,2.167,2021.811,315.232,95.642,19.431,258.370,131.982,73.354,2494.214,284.184
0.000,4.004,35.281,3.289,2061.014,374.155,121.066,20.982,307.841,197.639,75.619,2454.202,252.989
0.000,4.296,40.238,2.928,2012.550,627.091,97.740,23.962,280.527,237.361,74.066,2170.832,223.856
0.000,7.007,66.547,2.791,2135.799,1361.961,122.466,22.532,250.112,949.474,67.455,1849.917,326.668
0.000,5.455,32.776,1.821,2045.558,525.759,121.755,22.536,220.152,877.923,71.557,2078.194,229.183
0.000,7.175,49.161,2.848,1963.866,1079.952,138.874,22.834,294.494,56.140,68.702,2655.461,236.309
0.000,4.930,38.286,1.746,1885.724,686.270,106.705,20.576,263.363,182.226,77.095,2364.797,256.283
0.000,8.965,66.720,3.402,1925.464,577.621,132.388,23.374,282.145,601.842,72.622,2014.636,176.308
0.000,2.272,45.714,2.757,1986.131,668.459,103.176,21.628,299.046,852.600,76.214,2945.922,243.826
0.000,4.488,45.560,2.967,1987.188,418.878,123.349,19.106,305.713,563.975,71.769,2456.395,220.194
0.000,4.607,66.669,3.954,2056.299,1428.382,45.122,24.830,319.150,558.300,69.016,2574.676,224.098
0.000,6.698,64.798,2.971,2060.756,387.027,45.863,21.344,305.480,370.045,77.362,2471.323,257.496
0.000,5.356,40.234,3.097,1938.963,370.005,173.254,23.277,253.482,254.109,74.075,1847.810,323.877
0.000,6.847,39.271,3.325,1884.474,517.797,106.075,20.410,297.453,730.290,74.692,2012.973,247.845
0.000,4.646,74.899,1.964,1941.756,976.003,97.068,19.748,242.523,379.680,71.368,2437.943,190.126
0.000,2.512,50.303,3.652,2145.260,645.815,125.160,23.551,295.101,548.839,76.992,2267.570,165.332
0.000,4.806,67.243,2.996,2000.021,963.515,128.413,22.413,293.696,252.552,70.942,2140.663,243.755
0.000,7.151,48.316,2.763,1910.853,829.656,122.112,21.178,295.271,430.682,70.577,2203.581,276.540
0.000,10.129,50.260,4.874,1974.918,610.929,80.793,20.622,365.185,352.821,75.219,1954.964,293.257
0.000,8.425,40.734,2.701,1939.307,956.972,100.211,17.219,279.944,360.511,75.147,2086.332,239.472
0.000,11.503,54.591,2.544,1949.423,366.754,71.169,23.554,218.561,793.019,73.018,2166.322,208.483
0.000,3.194,70.183,2.517,1954.982,710.407,89.692,22.149,313.566,759.418,74.322,2558.875,183.178
0.000,4.036,60.330,1.917,2109.442,691.302,116.607,21.612,341.790,372.705,72.680,2085.866,265.171
0.000,6.575,35.080,2.721,2006.431,1135.886,76.139,23.594,262.064,873.238,73.161,2365.114,162.584
0.000,7.422,60.049,3.360,2014.304,783.018,58.055,20.774,257.148,581.856,75.482,2628.156,213.520
0.000,7.557,58.733,1.493,1997.213,1010.785,107.549,17.301,322.532,165.345,72.776,2144.892,160.115
0.000,2.271,60.831,2.930,2053.985,911.058,126.726,24.254,285.811,767.382,70.145,1767.313,257.066
0.000,5.167,47.265,2.015,2028.596,634.827,115.035,23.704,293.849,245.591,80.254,1486.095,185.830
0.000,8.489,57.849,3.639,2062.014,945.030,122.282,21.555,223.267,1019.442,70.855,1673.355,163.433
0.000,12.045,62.206,2.830,1944.097,1114.870,124.874,22.133,349.371,873.531,71.568,1687.631,179.212
0.000,5.386,39.489,3.922,1832.561,817.332,137.516,20.387,239.662,598.134,73.733,2798.797,295.420
0.000,5.197,65.945,3.026,2114.435,490.402,81.636,20.172,294.821,553.811,73.669,2450.492,284.103
0.000,6.782,43.338,2.777,2021.528,871.946,107.030,20.388,295.535,318.878,72.205,2498.545,216.639
0.000,5.672,51.570,2.315,2005.152,905.474,81.793,25.180,265.652,219.876,74.926,2053.647,239.281
0.000,5.511,67.615,4.534,1965.867,429.353,128.402,23.947,269.227,1013.405,69.924,1768.488,206.352
0.000,5.903,72.575,3.779,1868.701,1152.987,141.175,18.262,283.304,1169.881,73.961,2332.533,205.454
0.000,4.247,52.059,2.366,1930.957,657.917,97.976,22.140,294.866,750.424,69.582,2326.616,154.710
0.000,10.873,32.195,2.678,1914.079,345.193,122.105,16.995,368.652,541.109,76.507,2521.114,201.244
0.000,2.710,71.027,2.772,2033.820,1249.344,103.988,24.673,323.305,240.801,78.762,2438.220,170.771
0.000,6.535,36.682,1.030,1923.812,274.911,126.758,27.099,278.710,657.026,73.131,2687.111,126.716
0.000,9.338,53.457,2.387,1968.953,1190.020,115.237,24.487,298.129,416.220,72.342,2846.750,141.978
0.000,6.894,86.012,4.114,2012.150,931.987,88.336,18.531,266.890,71.282,74.455,3003.753,250.262
0.000,4.410,75.628,3.618,2037.624,1109.158,133.500,21.573,346.824,560.433,77.508,2607.259,230.789
0.000,9.626,37.351,2.275,1999.852,788.456,136.710,20.200,367.549,951.144,72.321,2427.976,356.926
0.000,5.117,34.782,3.584,1982.601,507.657,73.403,25.601,289.542,347.839,76.099,2938.123,195.370
0.000,4.549,75.115,2.692,1899.869,742.681,100.338,19.869,358.271,394.166,73.068,2752.012,147.490
0.000,4.271,82.724,2.213,2107.861,343.054,74.387,23.076,277.081,105.478,71.330,2667.109,178.787
0.000,9.349,37.288,2.365,1934.309,579.948,97.491,26.820,229.941,74.538,75.310,2796.458,224.774
0.000,4.627,52.418,2.711,1936.439,473.973,122.599,24.366,315.859,588.602,79.337,1960.883,268.671
0.000,3.717,54.606,4.422,1945.324,636.831,127.661,20.528,249.292,646.632,78.259,2934.866,197.558
0.000,4.904,49.899,2.990,1947.952,240.143,110.615,21.031,342.168,309.839,72.146,1680.971,278.195
0.000,5.774,65.523,3.060,2016.645,897.974,121.201,23.460,243.703,352.106,76.796,2742.300,249.371
0.000,9.419,52.512,2.103,1905.643,1459.571,105.918,23.682,238.120,495.675,74.128,1809.993,190.264
0.000,10.322,53.604,3.037,1816.108,1098.634,143.188,25.878,295.979,375.591,72.814,2947.477,196.915
0.000,5.871,73.181,3.465,2015.267,1152.902,79.995,19.919,277.076,458.556,73.556,2430.170,231.078
0.000,6.969,61.290,1.584,2050.583,486.636,136.188,23.184,234.020,1040.467,70.707,2510.793,132.378
0.000,7.482,36.006,1.827,1987.595,428.025,85.768,22.731,321.461,697.774,75.692,1928.083,212.112
0.000,3.112,44.132,3.154,1947.072,822.605,100.047,23.418,381.858,698.789,78.854,3018.453,154.109
0.000,5.477,64.214,2.837,2019.419,943.715,124.302,18.841,233.469,463.601,69.283,2890.616,188.506
0.000,11.471,35.005,3.612,1884.372,1027.009,167.447,20.054,289.304,420.236,74.409,2314.417,301.764
0.000,6.653,39.235,3.476,1866.531,955.867,95.846,19.446,341.182,411.957,72.298,2741.673,331.199
0.000,8.147,38.152,1.441,1984.144,1086.493,107.938,21.293,299.925,533.792,74.566,2409.335,255.594
0.000,6.999,58.986,1.939,2013.245,165.366,134.860,23.284,280.125,342.661,74.405,2156.667,222.299
0.000,5.871,47.875,3.013,1968.861,1223.047,118.502,21.540,351.658,281.348,70.674,2245.826,217.481
0.000,4.215,55.767,3.460,1902.153,1057.215,109.838,20.445,218.611,344.606,66.421,2528.079,138.142
0.000,6.953,42.239,2.585,1967.019,367.090,119.768,19.122,253.584,62.345,73.758,2861.174,202.293
0.000,9.501,57.557,4.376,1981.010,567.518,43.133,21.055,247.318,466.676,67.495,2713.532,173.352
0.000,7.000,56.727,3.912,2040.894,743.525,94.770,21.637,251.218,866.198,72.923,2939.621,153.996
0.000,11.137,37.407,4.040,2078.510,946.559,121.382,20.543,354.235,309.790,69.068,2437.505,188.266
0.000,11.832,71.819,2.142,1927.768,671.632,91.431,22.831,343.958,225.524,70.253,3342.802,305.706
0.000,6.359,57.695,3.007,1810.471,1033.785,148.850,18.804,266.282,721.960,74.145,2836.912,254.566
0.000,7.079,78.179,2.708,1984.505,1071.270,125.968,18.148,351.025,305.235,73.181,2044.517,239.569
0.000,8.905,78.994,2.929,1786.036,932.146,103.352,25.282,274.486,111.649,71.425,2811.330,140.571
0.000,13.246,77.464,3.800,1913.273,840.320,104.017,23.647,279.796,288.020,68.949,2177.065,261.154
0.000,8.114,49.064,3.585,2112.330,1271.239,119.336,21.793,323.487,644.567,70.871,1446.958,196.771
0.000,9.138,52.364,2.344,1889.335,420.577,104.426,24.290,289.809,192.686,69.091,2475.627,230.567
0.000,9.476,80.469,2.032,1953.103,191.199,135.607,19.781,295.853,619.912,76.186,3232.139,186.784
0.000,7.522,61.522,3.008,1990.095,687.816,110.226,23.724,331.996,410.551,71.307,2428.102,300.985
0.000,7.500,36.039,3.552,1920.695,861.960,146.451,23.042,386.068,623.508,75.231,2465.021,236.157
0.000,4.004,59.796,3.020,1899.218,1025.932,125.985,21.458,279.017,160.421,73.399,2603.889,299.198
0.000,8.320,56.791,1.545,1967.176,533.066,80.370,21.322,346.756,82.184,72.137,2083.802,267.298
0.000,3.911,40.356,3.126,1995.685,1360.034,103.296,21.847,277.368,500.314,72.456,2186.140,183.668
0.000,5.461,54.139,2.510,1912.215,1056.096,87.199,21.883,252.331,781.355,71.555,2029.148,206.429
0.000,6.378,46.077,2.367,1926.597,932.804,86.778,24.810,272.239,267.141,74.869,2883.636,271.914
0.000,7.962,63.665,2.689,2059.843,538.737,137.119,25.402,263.387,1004.066,68.062,2643.226,294.422
0.000,10.751,74.094,3.591,1963.786,882.535,103.210,20.086,260.528,525.296,69.342,2997.227,148.772
0.000,6.854,45.454,2.423,2142.066,1023.453,94.895,22.054,277.988,865.085,78.140,2964.006,211.530
0.000,4.229,33.939,1.742,1912.794,607.256,96.372,22.639,250.095,507.940,72.819,2391.969,143.265
0.000,5.178,47.358,3.516,1937.658,363.127,89.316,23.086,246.305,128.696,72.077,2723.856,247.965
0.000,6.625,43.354,2.928,2006.130,950.619,154.669,24.181,295.137,710.118,69.215,1337.748,142.512
0.000,7.088,83.184,2.179,2045.564,616.083,86.483,19.370,269.526,278.421,74.537,2744.649,260.967
0.000,8.924,72.954,4.923,2071.260,408.295,100.334,20.478,318.393,691.281,71.729,2528.068,159.365
0.000,6.851,45.148,2.066,2044.375,435.556,158.562,20.626,270.275,641.592,74.557,2223.488,151.682
0.000,7.589,43.996,4.309,2060.640,496.266,131.401,17.897,340.289,929.019,79.864,2228.349,168.444
0.000,1.971,67.057,1.720,2056.616,1546.291,126.110,21.951,270.407,633.391,71.338,2811.006,200.116
0.000,12.012,49.028,4.371,1976.344,364.794,79.245,23.467,270.300,775.306,76.271,2259.101,178.018
0.000,8.120,56.569,3.354,1854.266,340.828,98.703,23.074,286.332,449.013,74.554,2951.501,247.521
0.000,6.389,76.674,3.323,2124.342,1199.223,112.123,23.955,310.534,884.275,73.831,2079.363,180.498
0.000,9.231,55.859,1.687,2045.625,1440.040,99.188,20.676,245.700,238.902,73.719,2268.514,183.680
0.000,4.164,62.966,2.657,1950.144,1128.328,81.867,18.227,224.293,762.677,72.512,2403.004,279.909
0.000,6.977,69.071,3.550,1890.480,833.762,120.884,24.214,255.022,543.907,73.769,2249.949,208.169
0.000,6.423,62.679,3.189,1858.283,995.333,146.526,22.774,334.741,193.219,74.370,2429.688,240.322
0.000,5.602,74.403,3.706,1951.457,887.955,59.875,25.445,203.985,373.007,79.109,3054.884,220.186
0.000,4.135,47.408,4.447,1975.493,715.955,144.364,18.444,380.453,928.454,67.451,2413.837,301.309
0.000,8.281,46.080,2.820,1969.824,834.661,112.218,22.345,199.654,633.756,74.498,2513.213,214.136
0.000,8.674,66.167,2.862,1976.800,315.665,130.478,20.762,187.562,582.954,69.572,1850.787,170.884
0.000,8.772,72.417,3.331,1996.346,497.281,123.962,21.932,239.229,268.884,71.221,2492.548,111.074
0.000,3.641,65.326,3.771,1966.429,861.820,108.354,18.629,337.605,460.772,71.449,2278.278,222.606
0.000,8.566,85.987,1.980,2100.087,1019.877,141.603,20.182,323.306,818.275,74.257,2304.314,215.066
0.000,6.911,43.908,3.371,1987.385,322.029,104.937,20.032,301.077,453.919,71.820,1946.219,86.570
0.000,2.438,53.972,4.543,1968.722,137.286,143.458,23.030,294.891,564.054,77.888,3267.970,227.387
0.000,7.194,54.673,2.581,1833.199,611.200,144.739,21.785,262.123,43.705,74.770,2868.761,193.335
0.000,7.110,60.196,2.869,1977.688,149.382,95.931,26.897,251.077,188.700,75.659,2504.364,158.652
0.000,1.694,69.251,2.473,1968.192,861.743,119.231,22.483,270.084,639.550,68.880,2661.097,215.557
0.000,7.438,47.627,2.404,2021.893,800.133,115.274,21.114,304.761,742.738,68.951,2981.845,190.347
0.000,6.385,61.434,2.630,1967.018,282.402,121.412,19.684,222.357,118.305,75.096,2299.370,159.208
0.000,8.831,55.305,4.112,2042.568,125.934,76.343,24.146,328.915,737.653,71.714,1712.832,199.084
0.000,5.722,71.173,3.027,1959.011,916.442,93.993,21.966,279.519,508.912,74.279,3165.166,245.687
0.000,3.021,56.973,2.036,2122.541,1019.641,126.563,19.439,280.835,520.045,76.007,1388.849,144.279
0.000,6.307,51.551,3.900,1886.313,450.711,82.299,24.411,263.736,330.388,76.691,2864.342,190.272
0.000,4.409,53.896,2.344,2096.713,352.789,88.118,24.747,282.366,138.866,79.161,2340.570,191.864
0.000,10.199,60.632,3.135,1982.011,814.623,91.494,22.912,268.504,805.136,73.097,2186.781,199.312
0.000,9.292,29.746,1.874,1980.267,1194.444,129.261,21.522,301.127,165.777,70.518,2779.925,239.273
0.000,13.654,65.153,2.992,1972.176,1095.357,90.597,19.471,241.751,523.269,78.937,2974.470,187.853
0.000,7.044,55.662,1.799,2012.652,597.621,57.950,25.390,350.571,696.921,71.142,2816.041,227.924
0.000,4.804,79.932,2.419,1926.531,1064.105,98.407,24.902,271.126,87.685,77.749,1874.105,241.149
0.000,8.263,47.561,2.448,1966.734,431.353,146.832,23.084,298.971,218.383,79.697,2590.494,200.006
0.000,12.279,53.715,2.192,1935.162,1016.976,95.569,26.293,302.225,337.501,71.761,2178.120,210.661
0.000,2.868,55.480,3.524,1972.054,677.704,95.764,26.544,252.054,112.460,76.540,2229.631,225.957
0.000,6.703,48.331,1.145,1883.369,850.126,151.023,19.685,254.344,757.361,76.821,2301.124,255.347
0.000,10.047,46.843,1.704,1981.385,948.476,101.389,17.598,254.051,798.629,73.834,2099.730,134.477
0.000,7.407,62.806,2.794,2018.902,820.586,78.600,20.559,316.695,821.833,77.249,2753.360,147.566
0.000,2.095,61.380,4.110,1916.228,950.434,132.157,23.911,273.775,266.492,71.956,2060.986,302.894
0.000,10.300,78.443,2.821,1977.908,1281.233,64.019,23.645,329.299,314.038,73.833,3548.055,277.118
0.000,6.211,69.937,2.450,1854.895,709.431,100.472,20.710,290.397,219.574,79.146,3123.203,249.034
0.000,5.062,78.429,2.532,1999.045,1074.655,119.121,20.911,311.590,583.860,70.399,2127.901,156.575
0.000,2.788,50.815,4.434,2061.919,328.877,81.071,23.213,244.874,934.780,76.238,2995.953,178.066
0.000,9.059,31.674,3.678,2005.413,414.375,131.173,24.666,260.706,485.516,70.838,2482.711,283.368
0.000,5.577,56.840,3.406,2030.610,497.544,134.871,23.262,264.708,811.258,76.100,2868.713,220.646
0.000,5.301,51.274,2.483,1949.480,610.664,99.791,22.071,364.341,696.887,73.498,3052.430,313.982
0.000,4.848,56.693,2.174,1977.303,495.742,133.222,23.276,277.645,239.456,69.420,2971.014,279.282
0.000,7.016,67.449,3.865,1964.924,369.449,138.699,21.910,276.394,176.460,74.018,1630.318,307.352
0.000,6.968,62.228,2.980,1993.895,71.617,85.210,19.985,256.480,856.912,72.024,3005.031,161.526
