pattern_angle,step_strip,density_strip,ratio_filler_matrix,density,elasticity_module,number_hardeners,content_epoxy_groups,flash_temperature,surface_density,elasticity_module_stretching,strapery_strength,resin_consumption
0,4.6911016,70.15726,3.9731078,2007.8688,691.3889,120.68054,24.082653,263.12997,298.9244,71.68049,2192.7651,162.88266
0,6.846999,39.270565,4.3794303,1899.0293,329.38605,79.83323,20.063223,308.07672,34.547695,74.51912,1994.6746,237.57112
0,4.645958,74.89896,1.6601859,1959.5968,149.6624,118.18467,19.331106,253.30504,987.20154,78.86813,2355.7253,171.81046
0,11.375359,51.236908,2.2178686,2076.5225,177.23291,76.94688,21.037842,307.30124,712.6372,73.98296,2114.7732,189.4844
0,2.5117831,50.303036,3.2893596,2061.0144,374.15518,121.06605,20.98173,307.84085,197.6387,75.618515,2454.2021,252.98851
0,4.8060827,67.24325,2.927905,2012.5499,627.0911,97.74036,23.961702,280.5273,237.36104,74.06613,2170.8325,223.85568
0,7.1508856,48.315937,2.7913518,2135.7986,1361.9607,122.46634,22.532482,250.1117,949.47394,67.455345,1849.9175,326.66772
0,10.128936,50.260098,1.8214918,2045.5582,525.75854,121.75466,22.53613,220.15224,877.9232,71.55674,2078.1943,229.1826
0,8.425411,40.733646,2.8482497,1963.8665,1079.9518,138.87367,22.833645,294.49408,56.140335,68.70204,2655.461,236.30888
0,11.502646,54.590866,1.7464578,1885.724,686.26953,106.704605,20.575594,263.3628,182.22552,77.094894,2364.7969,256.28323
0,3.194215,70.182556,3.4017608,1925.4637,577.6212,132.38837,23.373701,282.14532,601.842,72.622375,2014.6357,176.30807
0,4.5708923,78.547356,2.7570162,1986.1315,668.45905,103.176445,21.627802,299.0459,852.5996,76.2141,2945.9216,243.82597
0,4.036464,60.32968,2.9674273,1987.188,418.8778,123.349106,19.106293,305.71262,563.9754,71.769196,2456.395,220.19371
0,6.574606,35.079865,3.9539783,2056.299,1428.3823,45.122177,24.830065,319.15045,558.3004,69.01648,2574.6763,224.0982
0,7.4215193,60.04878,2.970629,2060.756,387.02728,45.863125,21.344372,305.4804,370.0453,77.36164,2471.3232,257.49564
0,2.2714965,60.831173,3.0974507,1938.9629,370.00537,173.25433,23.27657,253.48177,254.10889,74.07491,1847.8104,323.8766
0,5.1673484,47.264763,3.3245351,1884.4744,517.7968,106.07496,20.409882,297.45337,730.28955,74.69219,2012.9734,247.84537
0,8.489267,57.8494,1.9638823,1941.7557,976.0033,97.0683,19.747822,242.52333,379.67987,71.36821,2437.9434,190.12624
0,12.045284,62.205635,3.540806,1917.6558,1588.6772,89.878204,21.110361,322.00894,246.47075,75.14868,2569.2668,204.15302
0,5.3857217,39.488934,0.79049945,2054.1238,876.7948,116.88939,23.564968,353.56195,643.64764,70.08021,2424.1487,247.19319
0,5.196912,65.94476,3.6520042,2145.2603,645.81476,125.160255,23.551392,295.10138,548.83905,76.992004,2267.5706,165.33235
0,6.781771,43.337654,2.996154,2000.0212,963.515,128.4133,22.41291,293.6959,252.55215,70.94188,2140.663,243.75478
0,5.6724777,51.57014,2.763159,1910.8525,829.65607,122.11213,21.177746,295.271,430.68237,70.57716,2203.581,276.5396
0,5.510619,67.61531,4.874254,1974.9177,610.92914,80.79275,20.621847,365.1855,352.82123,75.21936,1954.9645,293.25674
0,5.903408,72.57492,2.7006392,1939.3069,956.9719,100.210884,17.218569,279.94415,360.5107,75.147484,2086.332,239.47238
0,4.2473907,52.058918,2.5435393,1949.4232,366.7538,71.1688,23.55439,218.56084,793.0187,73.01777,2166.3225,208.4831
0,10.873287,32.19547,2.516849,1954.9819,710.40717,89.69237,22.14886,313.5662,759.418,74.32219,2558.8755,183.1777
0,2.7098284,71.02666,1.9168428,2109.4417,691.3017,116.60657,21.611736,341.78976,372.7053,72.68002,2085.8665,265.17105
0,6.535445,36.6821,2.7213311,2006.4312,1135.886,76.13888,23.594099,262.06433,873.2379,73.161224,2365.1138,162.58391
0,9.338368,53.456505,3.3600843,2014.3036,783.018,58.054768,20.774248,257.14804,581.8561,75.48208,2628.1558,213.51978
0,6.8939734,86.01243,1.493196,1997.2125,1010.7847,107.54945,17.300539,322.5325,165.34544,72.77593,2144.8918,160.1155
0,4.40974,75.62784,2.9298794,2053.9854,911.0585,126.72567,24.254236,285.8111,767.3817,70.145386,1767.3132,257.06638
0,9.6256895,37.350655,2.0153625,2028.5963,634.827,115.0348,23.703777,293.8492,245.5906,80.254456,1486.0948,185.83008
0,7.208147,35.76881,3.6387398,2062.0134,945.0303,122.28222,21.555256,223.26747,1019.4424,70.85452,1673.3551,163.4333
0,5.1174765,34.781544,2.829594,1944.0969,1114.8696,124.874275,22.13297,349.3711,873.5307,71.56821,1687.6312,179.21199
0,4.548698,75.115486,3.921579,1832.5609,817.3322,137.51645,20.387339,239.66228,598.1336,73.73322,2798.7969,295.41992
0,3.6865351,44.369484,3.0263572,2114.4346,490.4017,81.63569,20.172201,294.82068,553.81104,73.669334,2450.4917,284.1035
0,4.2710814,82.72368,2.7769787,2021.5276,871.94604,107.029915,20.388096,295.5355,318.87827,72.205185,2498.5447,216.63902
0,9.349435,37.28815,2.3145406,2005.1516,905.4736,81.79337,25.179893,265.652,219.87625,74.92555,2053.6467,239.28058
0,4.6265607,52.41759,4.53441,1965.8668,429.3526,128.40201,23.946867,269.2269,1013.4052,69.92407,1768.4877,206.35217
0,3.7170148,54.605553,3.77895,1868.701,1152.9872,141.17516,18.261505,283.30417,1169.8809,73.96101,2332.5332,205.45413
0,4.904485,49.898567,2.3656826,1930.957,657.9167,97.97601,22.140478,294.86563,750.4238,69.58231,2326.6162,154.71033
0,5.773508,65.52252,2.6784592,1914.0792,345.19324,122.10482,16.995304,368.65195,541.10864,76.50652,2521.114,201.24408
0,9.418652,52.51162,2.9975736,2097.7417,1107.8948,128.59772,24.659624,262.61624,405.60712,74.56926,2049.3208,173.4568
0,10.321628,53.60448,2.7723799,2033.8202,1249.344,103.98772,24.672747,323.3054,240.80107,78.76163,2438.2197,170.77069
0,5.8713584,73.18103,1.0301886,1923.812,274.9115,126.75801,27.099203,278.70956,657.0265,73.13127,2687.1113,126.716446
0,5.783165,36.91105,2.3868682,1968.9531,1190.0197,115.23707,24.486534,298.1289,416.22018,72.342026,2846.7502,141.97823
0,6.9686975,61.289803,4.114134,2012.1504,931.9873,88.33552,18.531006,266.89026,71.28249,74.45486,3003.753,250.26239
0,7.4823117,36.00581,3.6184978,2037.624,1109.1576,133.49965,21.573072,346.82434,560.4327,77.50805,2607.2593,230.78891
0,3.1121473,44.131676,2.2751818,1999.852,788.4563,136.71028,20.199541,367.54932,951.1442,72.32116,2427.976,356.92596
0,11.471151,35.00512,3.5840466,1982.6012,507.6568,73.40266,25.600548,289.54236,347.8385,76.0992,2938.123,195.3704
0,6.6534133,39.23456,2.6916592,1899.8691,742.68115,100.33788,19.869358,358.27087,394.16626,73.06781,2752.012,147.48958
0,6.999222,58.98564,2.3651934,1934.3094,579.94775,97.4905,26.820442,229.9408,74.53838,75.31029,2796.4583,224.77383
0,5.8711963,47.875244,2.7105308,1936.4388,473.97348,122.59922,24.365747,315.859,588.6018,79.33676,1960.8829,268.67102
0,4.2147746,55.766727,4.4224663,1945.3237,636.83105,127.661354,20.527697,249.29161,646.6323,78.25909,2934.8657,197.55782
0,6.9533315,42.23894,2.9895382,1947.9521,240.1426,110.61546,21.031069,342.16806,309.83862,72.14636,1680.9711,278.19476
0,9.501363,57.55728,3.0599594,2016.6448,897.9738,121.20063,23.460348,243.70276,352.10602,76.7961,2742.3,249.37132
0,7.000059,56.726677,2.103374,1905.6427,1459.5706,105.91837,23.682253,238.12004,495.67477,74.12848,1809.9933,190.26382
0,11.137344,37.40728,3.037264,1816.1077,1098.6337,143.18776,25.87752,295.9787,375.59137,72.81426,2947.4766,196.91458
0,11.832191,71.81879,3.4648266,2015.267,1152.902,79.99459,19.919426,277.07562,458.55646,73.55564,2430.17,231.07826
0,7.078754,78.17915,1.5844526,2050.583,486.63574,136.18779,23.184164,234.0195,1040.4667,70.706535,2510.793,132.37817
0,8.905333,78.994095,1.8271517,1987.5951,428.02457,85.76837,22.730682,321.4606,697.77423,75.69188,1928.0835,212.11194
0,13.24622,77.46411,3.154426,1947.0724,822.6051,100.04707,23.417793,381.85773,698.78864,78.8543,3018.4526,154.10861
0,8.114276,49.064064,2.8365097,2019.4186,943.7147,124.302185,18.841309,233.46928,463.6011,69.283005,2890.6157,188.50572
0,9.138378,52.364353,3.6116586,1884.3718,1027.0089,167.44687,20.053583,289.30438,420.2362,74.408844,2314.4167,301.76404
0,3.9062245,50.741726,3.4760442,1866.5309,955.8669,95.84631,19.446331,341.18204,411.9575,72.29827,2741.6733,331.19882
0,9.475852,80.46926,1.4414778,1984.1444,1086.4927,107.9381,21.292585,299.92462,533.79224,74.566475,2409.3352,255.59373
0,7.522196,61.52166,2.3481855,1929.6771,422.52466,104.73752,23.645353,305.79932,554.5075,76.43622,3238.2183,273.17438
0,12.287666,73.044785,1.9385892,2013.245,165.36566,134.86041,23.283869,280.12482,342.66095,74.404945,2156.6665,222.29941
0,7.4998016,36.03921,3.0129979,1968.8606,1223.0469,118.50189,21.539608,351.65784,281.34848,70.67399,2245.8264,217.48126
0,4.0038514,59.796448,3.459775,1902.153,1057.2152,109.83811,20.444666,218.61131,14.3735075,66.42107,2528.0789,138.14178
0,8.3197775,56.790524,2.5848646,1967.0193,367.0895,119.7683,19.122263,253.58351,62.34452,73.75837,2861.174,202.2927
0,3.9107165,40.355663,4.3764153,1981.0103,567.518,43.132584,21.055056,247.31789,466.6757,67.49464,2713.5325,173.35178
0,5.460795,54.138756,3.912368,2040.8944,743.5254,94.77033,21.636885,251.21803,866.1983,72.92252,2939.6213,153.99593
0,2.5116467,75.348274,4.03991,2078.5103,946.55945,121.38236,20.543276,354.23508,309.79044,69.067955,2437.5054,188.26558
0,6.3781776,46.076893,3.0074255,1810.4712,1033.7855,148.84976,18.804237,266.2817,721.95984,74.14481,2836.912,254.56642
0,7.961503,63.665478,2.7081661,1984.5052,1071.27,125.96751,18.148464,351.02542,305.23517,73.18141,2044.517,239.56862
0,5.0764832,70.97971,2.929276,1786.0356,932.1456,103.351906,25.282318,274.4859,111.64938,71.42527,2811.3303,140.57079
0,10.751383,74.093994,3.8001978,1913.2728,840.31964,104.01744,23.647354,279.79587,288.02002,68.949066,2177.065,261.15408
0,6.853963,45.453983,3.5852482,2112.3296,1271.2393,119.33624,21.792728,323.4875,644.5674,70.8709,1446.958,196.77097
0,5.801833,73.54141,2.3437376,1889.3346,420.577,104.425865,24.290499,289.80896,192.68639,69.09102,2475.6272,230.56747
0,4.2288623,33.939125,4.7066536,1938.9497,1014.1734,35.620903,24.829676,328.86465,379.24606,74.4459,3063.0251,164.54758
0,5.1777277,47.3577,2.0317848,1953.1028,191.1992,135.60663,19.781174,295.85297,619.9116,76.18614,3232.1394,186.78381
0,6.6252093,43.354424,3.008204,1990.0947,687.8159,110.22629,23.724445,331.99603,410.5514,71.30699,2428.1016,300.98477
0,8.92445,72.95429,3.5516543,1920.6947,861.95953,146.4512,23.041922,386.068,623.5084,75.230995,2465.021,236.15697
0,6.851316,45.1484,3.0199566,1899.218,1025.9319,125.9848,21.45778,279.0174,160.42146,73.3994,2603.889,299.19763
0,7.5892925,43.99617,1.5449471,1967.1757,533.0664,80.36977,21.321777,346.75568,82.18427,72.13741,2083.8022,267.29794
0,1.9707644,67.057,3.125501,1995.6847,1360.0338,103.295746,21.846806,277.36847,500.3139,72.45644,2186.1401,183.66835
0,12.01187,49.028336,2.5099773,1912.2151,1056.0964,87.19884,21.883152,252.33107,781.35535,71.55546,2029.1478,206.42871
0,6.3886557,76.67383,4.8024163,1953.7101,1038.5088,118.99959,25.188429,277.54645,463.4006,74.45666,2326.8547,234.43057
0,9.230569,55.858784,2.367495,1926.5966,932.8036,86.77765,24.810188,272.23923,267.1408,74.86868,2883.6365,271.91373
0,7.1814585,30.882694,2.689064,2059.8425,538.73663,137.11859,25.40172,263.38702,1004.06604,68.06238,2643.2256,294.42163
0,6.9770265,69.071304,3.5913103,1963.7863,882.53485,103.20953,20.085981,260.52762,525.2965,69.34236,2997.227,148.77191
0,6.422691,62.67942,2.4234586,2142.066,1023.45276,94.89526,22.05422,277.98798,865.0854,78.139786,2964.0059,211.53032
0,4.13464,47.407852,1.7423294,1912.7938,607.2557,96.372116,22.639101,250.09512,507.9399,72.81894,2391.969,143.26456
0,8.28056,46.080345,3.5156806,1937.6582,363.12665,89.31614,23.085516,246.30528,128.69553,72.07734,2723.8557,247.96475
0,8.673996,66.167,2.9277966,2006.1302,950.619,154.6688,24.180832,295.13654,710.1183,69.21514,1337.7483,142.51208
0,8.772316,72.41706,2.1794348,2045.5635,616.0827,86.483055,19.370401,269.5264,278.42123,74.53659,2744.6492,260.96674
0,3.6409912,65.32591,4.9227815,2071.2605,408.29468,100.333694,20.478443,318.3929,691.2809,71.72913,2528.068,159.36545
0,8.565812,85.987175,2.066301,2044.3746,435.5557,158.56161,20.625658,270.27542,641.5921,74.557205,2223.4883,151.68204
0,6.9107447,43.90769,4.3092957,2060.6401,496.26596,131.401,17.897419,340.28867,929.0194,79.8642,2228.349,168.4441
0,2.4382432,53.9719,1.7198143,2056.6162,1546.2909,126.10986,21.950932,270.40747,633.391,71.33757,2811.006,200.11615
0,7.1939845,54.673485,4.3710947,1976.344,364.79376,79.244804,23.466818,270.29968,775.30585,76.270805,2259.1008,178.0184
0,9.392177,46.008293,3.3537474,1854.2659,340.82776,98.70349,23.073977,286.33157,449.01328,74.55401,2951.5015,247.52124
0,7.110099,60.195564,3.3225203,2124.3425,1199.2228,112.12269,23.955414,310.53387,884.27496,73.83097,2079.3628,180.49823
0,1.6941367,69.25124,1.6872925,2045.6252,1440.0397,99.188416,20.675955,245.69972,238.90181,73.71901,2268.514,183.68004
0,6.3848906,61.43356,2.6566412,1950.1445,1128.3275,81.86701,18.227444,224.29251,762.6773,72.511566,2403.004,279.90894
0,8.830807,55.305416,3.550392,1890.4795,833.76166,120.88353,24.214293,255.0216,543.9065,73.76925,2249.949,208.1686
0,5.7217817,71.17286,3.1885977,1858.283,995.3326,146.5264,22.7743,334.7411,193.21857,74.37023,2429.6877,240.32196
0,7.181308,50.348442,3.7056456,1951.4573,887.9553,59.87465,25.445307,203.98529,373.0069,79.10912,3054.8835,220.18571
0,3.0206304,56.972668,4.447217,1975.4934,715.95465,144.364,18.443924,380.45288,928.45374,67.45149,2413.837,301.30933
0,2.9785893,59.87433,2.8198984,1969.824,834.66077,112.21825,22.344557,199.65408,633.7559,74.497505,2513.213,214.13574
0,6.3068786,51.55076,2.8620565,1976.8002,315.66473,130.47789,20.761965,187.56235,582.954,69.57204,1850.7875,170.8835
0,4.409139,53.895782,3.3314457,1996.3462,497.28107,123.961876,21.932322,239.22894,268.88382,71.221146,2492.548,111.07403
0,10.199198,60.631702,3.7711947,1966.4288,861.82043,108.35371,18.628565,337.6054,460.77213,71.44898,2278.278,222.60591
0,2.8411286,76.39045,1.979722,2100.0867,1019.8767,141.60274,20.18159,323.30563,818.27484,74.25668,2304.314,215.06584
0,9.291686,29.74585,3.3706183,1987.3849,322.02866,104.93671,20.032106,301.0771,453.91946,71.8196,1946.219,86.56952
0,7.043544,55.66207,2.5809886,1833.1993,611.1998,144.73865,21.784603,262.12338,43.7047,74.770485,2868.761,193.33519
0,8.263046,47.560566,2.8687449,1977.6882,149.38239,95.931244,26.89674,251.07678,188.70036,75.6589,2504.364,158.65172
0,12.27858,53.714943,2.4729857,1968.1924,861.74316,119.23142,22.4831,270.08432,639.5498,68.88047,2661.0972,215.55714
0,2.8677292,55.48039,2.4042497,2021.8933,800.1333,115.2741,21.11444,304.76132,742.73755,68.951416,2981.8447,190.34677
0,6.7027845,48.33061,2.629946,1967.0177,282.40222,121.41226,19.684128,222.35707,118.30461,75.095856,2299.3696,159.2081
0,10.046999,46.84251,4.1122236,2042.5682,125.933914,76.34281,24.14643,328.9148,737.6533,71.71427,1712.8325,199.08354
